REF_DATE,GEO,Products_and_product_groups,VALUE,Percent_Change
Dec-21,Alberta,Energy,222.7,33
Jan-22,Alberta,All-items,152.8,4.8
Jan-22,Alberta,Food,162.9,5.7
Jan-22,Alberta,Shelter,186.2,5.5
Jan-22,Alberta,"Household operations, furnishings and equipment",121.3,-0.4
Jan-22,Alberta,Clothing and footwear,94.9,1.2
Jan-22,Alberta,Transportation,166.9,10.3
Jan-22,Alberta,Health and personal care,140.6,0
Jan-22,Alberta,"Recreation, education and reading",120,3.5
Jan-22,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",174.3,2
Jan-22,Alberta,Energy,229.7,32
Feb-22,Alberta,All-items,154.5,5.5
Feb-22,Alberta,Food,164.6,6.2
Feb-22,Alberta,Shelter,188.4,6.6
Feb-22,Alberta,"Household operations, furnishings and equipment",122.8,0.9
Feb-22,Alberta,Clothing and footwear,94.8,2
Feb-22,Alberta,Transportation,169.4,10.1
Feb-22,Alberta,Health and personal care,141.4,0.4
Feb-22,Alberta,"Recreation, education and reading",121.3,4.7
Feb-22,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",175.3,2.6
Feb-22,Alberta,Energy,240.3,31.3
Jul-06,Canada,All-items,109.6,
Jul-06,Canada,Food,109.2,
Jul-06,Canada,Shelter,113.2,
Jul-06,Canada,"Household operations, furnishings and equipment",101.4,
Jul-06,Canada,Clothing and footwear,93.5,
Jul-06,Canada,Transportation,118.3,
Jul-06,Canada,Health and personal care,105.7,
Jul-06,Canada,"Recreation, education and reading",101.3,
Jul-06,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",121.5,
Jul-06,Canada,Energy,142,
Aug-06,Canada,All-items,109.8,
Aug-06,Canada,Food,109.2,
Aug-06,Canada,Shelter,113.5,
Aug-06,Canada,"Household operations, furnishings and equipment",101.7,
Aug-06,Canada,Clothing and footwear,95.4,
Aug-06,Canada,Transportation,118,
Aug-06,Canada,Health and personal care,105.5,
Aug-06,Canada,"Recreation, education and reading",101.2,
Aug-06,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",121.8,
Aug-06,Canada,Energy,141.7,
Sep-06,Canada,All-items,109.2,
Sep-06,Canada,Food,108.8,
Sep-06,Canada,Shelter,114,
Sep-06,Canada,"Household operations, furnishings and equipment",102.1,
Sep-06,Canada,Clothing and footwear,98.5,
Sep-06,Canada,Transportation,112.8,
Sep-06,Canada,Health and personal care,106,
Sep-06,Canada,"Recreation, education and reading",101.5,
Sep-06,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",122,
Sep-06,Canada,Energy,128.8,
Oct-06,Canada,All-items,109,
Oct-06,Canada,Food,109.2,
Oct-06,Canada,Shelter,114.1,
Oct-06,Canada,"Household operations, furnishings and equipment",102.2,
Oct-06,Canada,Clothing and footwear,97.7,
Oct-06,Canada,Transportation,111.7,
Oct-06,Canada,Health and personal care,106.1,
Oct-06,Canada,"Recreation, education and reading",100.9,
Oct-06,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",122.2,
Oct-06,Canada,Energy,123.8,
Nov-06,Canada,All-items,109.2,
Nov-06,Canada,Food,110.1,
Nov-06,Canada,Shelter,114.1,
Nov-06,Canada,"Household operations, furnishings and equipment",102.2,
Nov-06,Canada,Clothing and footwear,97,
Nov-06,Canada,Transportation,112.7,
Nov-06,Canada,Health and personal care,106.7,
Nov-06,Canada,"Recreation, education and reading",100.5,
Nov-06,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",122.3,
Nov-06,Canada,Energy,123.8,
Dec-06,Canada,All-items,109.4,
Dec-06,Canada,Food,109.9,
Dec-06,Canada,Shelter,114.6,
Dec-06,Canada,"Household operations, furnishings and equipment",102.2,
Dec-06,Canada,Clothing and footwear,93.5,
Dec-06,Canada,Transportation,114.1,
Dec-06,Canada,Health and personal care,106.3,
Dec-06,Canada,"Recreation, education and reading",100.1,
Dec-06,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",123.2,
Dec-06,Canada,Energy,127.1,
Jan-07,Canada,All-items,109.4,
Jan-07,Canada,Food,110.9,
Jan-07,Canada,Shelter,114.8,
Jan-07,Canada,"Household operations, furnishings and equipment",102.4,
Jan-07,Canada,Clothing and footwear,94.2,
Jan-07,Canada,Transportation,113.3,
Jan-07,Canada,Health and personal care,106.3,
Jan-07,Canada,"Recreation, education and reading",99.2,
Jan-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",124.2,
Jan-07,Canada,Energy,125.2,
Feb-07,Canada,All-items,110.2,
Feb-07,Canada,Food,112.6,
Feb-07,Canada,Shelter,114.9,
Feb-07,Canada,"Household operations, furnishings and equipment",103,
Feb-07,Canada,Clothing and footwear,95.4,
Feb-07,Canada,Transportation,114.2,
Feb-07,Canada,Health and personal care,106.5,
Feb-07,Canada,"Recreation, education and reading",100.2,
Feb-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",124.2,
Feb-07,Canada,Energy,127.1,
Mar-07,Canada,All-items,111.1,
Mar-07,Canada,Food,112.2,
Mar-07,Canada,Shelter,115.4,
Mar-07,Canada,"Household operations, furnishings and equipment",103.2,
Mar-07,Canada,Clothing and footwear,97.5,
Mar-07,Canada,Transportation,117.7,
Mar-07,Canada,Health and personal care,106.4,
Mar-07,Canada,"Recreation, education and reading",100.9,
Mar-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",124.1,
Mar-07,Canada,Energy,135.9,
Apr-07,Canada,All-items,111.6,
Apr-07,Canada,Food,112.2,
Apr-07,Canada,Shelter,116.2,
Apr-07,Canada,"Household operations, furnishings and equipment",103.3,
Apr-07,Canada,Clothing and footwear,97.7,
Apr-07,Canada,Transportation,118.6,
Apr-07,Canada,Health and personal care,106.8,
Apr-07,Canada,"Recreation, education and reading",100.9,
Apr-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",124.5,
Apr-07,Canada,Energy,139.1,
May-07,Canada,All-items,112.1,
May-07,Canada,Food,112.5,
May-07,Canada,Shelter,116,
May-07,Canada,"Household operations, furnishings and equipment",103,
May-07,Canada,Clothing and footwear,96,
May-07,Canada,Transportation,120.7,
May-07,Canada,Health and personal care,107.4,
May-07,Canada,"Recreation, education and reading",102.2,
May-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",125.2,
May-07,Canada,Energy,142,
Jun-07,Canada,All-items,111.9,
Jun-07,Canada,Food,112.6,
Jun-07,Canada,Shelter,116.8,
Jun-07,Canada,"Household operations, furnishings and equipment",103,
Jun-07,Canada,Clothing and footwear,93.1,
Jun-07,Canada,Transportation,119.2,
Jun-07,Canada,Health and personal care,107.9,
Jun-07,Canada,"Recreation, education and reading",102.5,
Jun-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",125.7,
Jun-07,Canada,Energy,140.1,
Jul-07,Canada,All-items,112,2.2
Jul-07,Canada,Food,112.3,2.8
Jul-07,Canada,Shelter,117,3.4
Jul-07,Canada,"Household operations, furnishings and equipment",103.2,1.8
Jul-07,Canada,Clothing and footwear,94.6,1.2
Jul-07,Canada,Transportation,118.5,0.2
Jul-07,Canada,Health and personal care,107.5,1.7
Jul-07,Canada,"Recreation, education and reading",103,1.7
Jul-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126,3.7
Jul-07,Canada,Energy,139.6,-1.7
Aug-07,Canada,All-items,111.7,1.7
Aug-07,Canada,Food,111.8,2.4
Aug-07,Canada,Shelter,117.6,3.6
Aug-07,Canada,"Household operations, furnishings and equipment",103.5,1.8
Aug-07,Canada,Clothing and footwear,95.4,0
Aug-07,Canada,Transportation,116.3,-1.4
Aug-07,Canada,Health and personal care,107.6,2
Aug-07,Canada,"Recreation, education and reading",102.9,1.7
Aug-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.1,3.5
Aug-07,Canada,Energy,136.4,-3.7
Sep-07,Canada,All-items,111.9,2.5
Sep-07,Canada,Food,110.9,1.9
Sep-07,Canada,Shelter,117.8,3.3
Sep-07,Canada,"Household operations, furnishings and equipment",103.7,1.6
Sep-07,Canada,Clothing and footwear,97.4,-1.1
Sep-07,Canada,Transportation,116.9,3.6
Sep-07,Canada,Health and personal care,107.6,1.5
Sep-07,Canada,"Recreation, education and reading",103.4,1.9
Sep-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.6,3.8
Sep-07,Canada,Energy,136.6,6.1
Oct-07,Canada,All-items,111.6,2.4
Oct-07,Canada,Food,110.7,1.4
Oct-07,Canada,Shelter,118.7,4
Oct-07,Canada,"Household operations, furnishings and equipment",103.4,1.2
Oct-07,Canada,Clothing and footwear,97.1,-0.6
Oct-07,Canada,Transportation,115.2,3.1
Oct-07,Canada,Health and personal care,107.5,1.3
Oct-07,Canada,"Recreation, education and reading",102.7,1.8
Oct-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.3,3.4
Oct-07,Canada,Energy,134.5,8.6
Nov-07,Canada,All-items,111.9,2.5
Nov-07,Canada,Food,111.3,1.1
Nov-07,Canada,Shelter,118.8,4.1
Nov-07,Canada,"Household operations, furnishings and equipment",103.3,1.1
Nov-07,Canada,Clothing and footwear,96.4,-0.6
Nov-07,Canada,Transportation,116.7,3.5
Nov-07,Canada,Health and personal care,108,1.2
Nov-07,Canada,"Recreation, education and reading",102,1.5
Nov-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.5,3.4
Nov-07,Canada,Energy,136.5,10.3
Dec-07,Canada,All-items,112,2.4
Dec-07,Canada,Food,111.7,1.6
Dec-07,Canada,Shelter,119.2,4
Dec-07,Canada,"Household operations, furnishings and equipment",103.5,1.3
Dec-07,Canada,Clothing and footwear,93.7,0.2
Dec-07,Canada,Transportation,117.5,3
Dec-07,Canada,Health and personal care,107.7,1.3
Dec-07,Canada,"Recreation, education and reading",101.2,1.1
Dec-07,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.2,2.4
Dec-07,Canada,Energy,138.2,8.7
Jan-08,Canada,All-items,111.8,2.2
Jan-08,Canada,Food,112.4,1.4
Jan-08,Canada,Shelter,119.2,3.8
Jan-08,Canada,"Household operations, furnishings and equipment",103.3,0.9
Jan-08,Canada,Clothing and footwear,92.2,-2.1
Jan-08,Canada,Transportation,117.6,3.8
Jan-08,Canada,Health and personal care,107.5,1.1
Jan-08,Canada,"Recreation, education and reading",99.6,0.4
Jan-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.4,1.8
Jan-08,Canada,Energy,139,11
Feb-08,Canada,All-items,112.2,1.8
Feb-08,Canada,Food,112.8,0.2
Feb-08,Canada,Shelter,119.6,4.1
Feb-08,Canada,"Household operations, furnishings and equipment",104.1,1.1
Feb-08,Canada,Clothing and footwear,94.1,-1.4
Feb-08,Canada,Transportation,117,2.5
Feb-08,Canada,Health and personal care,107.7,1.1
Feb-08,Canada,"Recreation, education and reading",100.8,0.6
Feb-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.8,2.1
Feb-08,Canada,Energy,139.4,9.7
Mar-08,Canada,All-items,112.6,1.4
Mar-08,Canada,Food,112.6,0.4
Mar-08,Canada,Shelter,120.1,4.1
Mar-08,Canada,"Household operations, furnishings and equipment",104.1,0.9
Mar-08,Canada,Clothing and footwear,96,-1.5
Mar-08,Canada,Transportation,117.8,0.1
Mar-08,Canada,Health and personal care,107.9,1.4
Mar-08,Canada,"Recreation, education and reading",101.3,0.4
Mar-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.6,2
Mar-08,Canada,Energy,143.2,5.4
Apr-08,Canada,All-items,113.5,1.7
Apr-08,Canada,Food,113.5,1.2
Apr-08,Canada,Shelter,121.2,4.3
Apr-08,Canada,"Household operations, furnishings and equipment",104.4,1.1
Apr-08,Canada,Clothing and footwear,94.3,-3.5
Apr-08,Canada,Transportation,120.1,1.3
Apr-08,Canada,Health and personal care,108.3,1.4
Apr-08,Canada,"Recreation, education and reading",101.6,0.7
Apr-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",126.7,1.8
Apr-08,Canada,Energy,150.2,8
May-08,Canada,All-items,114.6,2.2
May-08,Canada,Food,114.6,1.9
May-08,Canada,Shelter,121.6,4.8
May-08,Canada,"Household operations, furnishings and equipment",104.3,1.3
May-08,Canada,Clothing and footwear,93,-3.1
May-08,Canada,Transportation,123.6,2.4
May-08,Canada,Health and personal care,108.6,1.1
May-08,Canada,"Recreation, education and reading",102.9,0.7
May-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",127.4,1.8
May-08,Canada,Energy,158.4,11.5
Jun-08,Canada,All-items,115.4,3.1
Jun-08,Canada,Food,115.8,2.8
Jun-08,Canada,Shelter,122.3,4.7
Jun-08,Canada,"Household operations, furnishings and equipment",104.3,1.3
Jun-08,Canada,Clothing and footwear,92.5,-0.6
Jun-08,Canada,Transportation,125.8,5.5
Jun-08,Canada,Health and personal care,108.7,0.7
Jun-08,Canada,"Recreation, education and reading",102.9,0.4
Jun-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",127.7,1.6
Jun-08,Canada,Energy,165.3,18
Jul-08,Canada,All-items,115.8,3.4
Jul-08,Canada,Food,116.5,3.7
Jul-08,Canada,Shelter,123.3,5.4
Jul-08,Canada,"Household operations, furnishings and equipment",104.4,1.2
Jul-08,Canada,Clothing and footwear,93.3,-1.4
Jul-08,Canada,Transportation,125.7,6.1
Jul-08,Canada,Health and personal care,108.5,0.9
Jul-08,Canada,"Recreation, education and reading",103.2,0.2
Jul-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",127.6,1.3
Jul-08,Canada,Energy,169.1,21.1
Aug-08,Canada,All-items,115.6,3.5
Aug-08,Canada,Food,116.8,4.5
Aug-08,Canada,Shelter,123.8,5.3
Aug-08,Canada,"Household operations, furnishings and equipment",104.4,0.9
Aug-08,Canada,Clothing and footwear,93.7,-1.8
Aug-08,Canada,Transportation,123.1,5.8
Aug-08,Canada,Health and personal care,109.3,1.6
Aug-08,Canada,"Recreation, education and reading",103.5,0.6
Aug-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",127.5,1.1
Aug-08,Canada,Energy,164,20.2
Sep-08,Canada,All-items,115.7,3.4
Sep-08,Canada,Food,117.1,5.6
Sep-08,Canada,Shelter,123.1,4.5
Sep-08,Canada,"Household operations, furnishings and equipment",105.6,1.8
Sep-08,Canada,Clothing and footwear,96.1,-1.3
Sep-08,Canada,Transportation,122.4,4.7
Sep-08,Canada,Health and personal care,109.4,1.7
Sep-08,Canada,"Recreation, education and reading",103.9,0.5
Sep-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",128,1.1
Sep-08,Canada,Energy,161.5,18.2
Oct-08,Canada,All-items,114.5,2.6
Oct-08,Canada,Food,117.4,6.1
Oct-08,Canada,Shelter,123.2,3.8
Oct-08,Canada,"Household operations, furnishings and equipment",105.2,1.7
Oct-08,Canada,Clothing and footwear,94.4,-2.8
Oct-08,Canada,Transportation,117,1.6
Oct-08,Canada,Health and personal care,109.2,1.6
Oct-08,Canada,"Recreation, education and reading",103,0.3
Oct-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",128,1.3
Oct-08,Canada,Energy,147.5,9.7
Nov-08,Canada,All-items,114.1,2
Nov-08,Canada,Food,119.5,7.4
Nov-08,Canada,Shelter,123.4,3.9
Nov-08,Canada,"Household operations, furnishings and equipment",105.5,2.1
Nov-08,Canada,Clothing and footwear,94.1,-2.4
Nov-08,Canada,Transportation,113.2,-3
Nov-08,Canada,Health and personal care,110.1,1.9
Nov-08,Canada,"Recreation, education and reading",101.9,-0.1
Nov-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",128.5,1.6
Nov-08,Canada,Energy,130.7,-4.2
Dec-08,Canada,All-items,113.3,1.2
Dec-08,Canada,Food,119.8,7.3
Dec-08,Canada,Shelter,123.4,3.5
Dec-08,Canada,"Household operations, furnishings and equipment",105.5,1.9
Dec-08,Canada,Clothing and footwear,91.3,-2.6
Dec-08,Canada,Transportation,110.3,-6.1
Dec-08,Canada,Health and personal care,109.9,2
Dec-08,Canada,"Recreation, education and reading",101.2,0
Dec-08,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",128.7,2
Dec-08,Canada,Energy,123,-11
Jan-09,Canada,All-items,113,1.1
Jan-09,Canada,Food,120.6,7.3
Jan-09,Canada,Shelter,123.1,3.3
Jan-09,Canada,"Household operations, furnishings and equipment",105.7,2.3
Jan-09,Canada,Clothing and footwear,91.8,-0.4
Jan-09,Canada,Transportation,108.8,-7.5
Jan-09,Canada,Health and personal care,110.4,2.7
Jan-09,Canada,"Recreation, education and reading",99.7,0.1
Jan-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",129.2,2.2
Jan-09,Canada,Energy,123.8,-10.9
Feb-09,Canada,All-items,113.8,1.4
Feb-09,Canada,Food,121.2,7.4
Feb-09,Canada,Shelter,123.2,3
Feb-09,Canada,"Household operations, furnishings and equipment",106.4,2.2
Feb-09,Canada,Clothing and footwear,93.6,-0.5
Feb-09,Canada,Transportation,110.2,-5.8
Feb-09,Canada,Health and personal care,110.4,2.5
Feb-09,Canada,"Recreation, education and reading",101.1,0.3
Feb-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",129.2,1.9
Feb-09,Canada,Energy,127.2,-8.8
Mar-09,Canada,All-items,114,1.2
Mar-09,Canada,Food,121.5,7.9
Mar-09,Canada,Shelter,122.6,2.1
Mar-09,Canada,"Household operations, furnishings and equipment",106.8,2.6
Mar-09,Canada,Clothing and footwear,95.7,-0.3
Mar-09,Canada,Transportation,110.5,-6.2
Mar-09,Canada,Health and personal care,110.5,2.4
Mar-09,Canada,"Recreation, education and reading",101.8,0.5
Mar-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",129.7,2.4
Mar-09,Canada,Energy,127.1,-11.2
Apr-09,Canada,All-items,113.9,0.4
Apr-09,Canada,Food,121.6,7.1
Apr-09,Canada,Shelter,121.4,0.2
Apr-09,Canada,"Household operations, furnishings and equipment",107.3,2.8
Apr-09,Canada,Clothing and footwear,95.1,0.8
Apr-09,Canada,Transportation,110.5,-8
Apr-09,Canada,Health and personal care,111.1,2.6
Apr-09,Canada,"Recreation, education and reading",102.4,0.8
Apr-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",129.7,2.4
Apr-09,Canada,Energy,123.9,-17.5
May-09,Canada,All-items,114.7,0.1
May-09,Canada,Food,121.9,6.4
May-09,Canada,Shelter,121.4,-0.2
May-09,Canada,"Household operations, furnishings and equipment",107.6,3.2
May-09,Canada,Clothing and footwear,93.9,1
May-09,Canada,Transportation,113.5,-8.2
May-09,Canada,Health and personal care,112.1,3.2
May-09,Canada,"Recreation, education and reading",103.8,0.9
May-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.2,3
May-09,Canada,Energy,129.4,-18.3
Jun-09,Canada,All-items,115.1,-0.3
Jun-09,Canada,Food,122.2,5.5
Jun-09,Canada,Shelter,121.3,-0.8
Jun-09,Canada,"Household operations, furnishings and equipment",107.3,2.9
Jun-09,Canada,Clothing and footwear,91.3,-1.3
Jun-09,Canada,Transportation,116.1,-7.7
Jun-09,Canada,Health and personal care,112.8,3.8
Jun-09,Canada,"Recreation, education and reading",103.8,0.9
Jun-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.6,3.1
Jun-09,Canada,Energy,133.9,-19
Jul-09,Canada,All-items,114.7,-0.9
Jul-09,Canada,Food,122.3,5
Jul-09,Canada,Shelter,120.8,-2
Jul-09,Canada,"Household operations, furnishings and equipment",107.1,2.6
Jul-09,Canada,Clothing and footwear,91.3,-2.1
Jul-09,Canada,Transportation,114.3,-9.1
Jul-09,Canada,Health and personal care,112.5,3.7
Jul-09,Canada,"Recreation, education and reading",104.3,1.1
Jul-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.5,3.1
Jul-09,Canada,Energy,129.6,-23.4
Aug-09,Canada,All-items,114.7,-0.8
Aug-09,Canada,Food,121.5,4
Aug-09,Canada,Shelter,121.1,-2.2
Aug-09,Canada,"Household operations, furnishings and equipment",107,2.5
Aug-09,Canada,Clothing and footwear,92.1,-1.7
Aug-09,Canada,Transportation,114.8,-6.7
Aug-09,Canada,Health and personal care,112.5,2.9
Aug-09,Canada,"Recreation, education and reading",104.4,0.9
Aug-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.4,3.1
Aug-09,Canada,Energy,132.6,-19.1
Sep-09,Canada,All-items,114.7,-0.9
Sep-09,Canada,Food,120.4,2.8
Sep-09,Canada,Shelter,120.9,-1.8
Sep-09,Canada,"Household operations, furnishings and equipment",107.9,2.2
Sep-09,Canada,Clothing and footwear,94.9,-1.2
Sep-09,Canada,Transportation,113.6,-7.2
Sep-09,Canada,Health and personal care,113.7,3.9
Sep-09,Canada,"Recreation, education and reading",104.9,1
Sep-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.3,2.6
Sep-09,Canada,Energy,131.3,-18.7
Oct-09,Canada,All-items,114.6,0.1
Oct-09,Canada,Food,120.1,2.3
Oct-09,Canada,Shelter,121.2,-1.6
Oct-09,Canada,"Household operations, furnishings and equipment",107.9,2.6
Oct-09,Canada,Clothing and footwear,95,0.6
Oct-09,Canada,Transportation,113.4,-3.1
Oct-09,Canada,Health and personal care,112.9,3.4
Oct-09,Canada,"Recreation, education and reading",104.5,1.5
Oct-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.4,2.7
Oct-09,Canada,Energy,128.8,-12.7
Nov-09,Canada,All-items,115.2,1
Nov-09,Canada,Food,121.5,1.7
Nov-09,Canada,Shelter,121.3,-1.7
Nov-09,Canada,"Household operations, furnishings and equipment",108.5,2.8
Nov-09,Canada,Clothing and footwear,95.1,1.1
Nov-09,Canada,Transportation,115.4,1.9
Nov-09,Canada,Health and personal care,113.6,3.2
Nov-09,Canada,"Recreation, education and reading",103.7,1.8
Nov-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.3,2.2
Nov-09,Canada,Energy,132.4,1.3
Dec-09,Canada,All-items,114.8,1.3
Dec-09,Canada,Food,121.8,1.7
Dec-09,Canada,Shelter,121.3,-1.7
Dec-09,Canada,"Household operations, furnishings and equipment",107.5,1.9
Dec-09,Canada,Clothing and footwear,90.6,-0.8
Dec-09,Canada,Transportation,115.5,4.7
Dec-09,Canada,Health and personal care,113.2,3
Dec-09,Canada,"Recreation, education and reading",102.8,1.6
Dec-09,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.2,1.9
Dec-09,Canada,Energy,130.3,5.9
Jan-10,Canada,All-items,115.1,1.9
Jan-10,Canada,Food,122.3,1.4
Jan-10,Canada,Shelter,121.8,-1.1
Jan-10,Canada,"Household operations, furnishings and equipment",107.9,2.1
Jan-10,Canada,Clothing and footwear,90.1,-1.9
Jan-10,Canada,Transportation,117.2,7.7
Jan-10,Canada,Health and personal care,113.8,3.1
Jan-10,Canada,"Recreation, education and reading",101.1,1.4
Jan-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.1,1.5
Jan-10,Canada,Energy,133.9,8.2
Feb-10,Canada,All-items,115.6,1.6
Feb-10,Canada,Food,122.7,1.2
Feb-10,Canada,Shelter,121.8,-1.1
Feb-10,Canada,"Household operations, furnishings and equipment",108.3,1.8
Feb-10,Canada,Clothing and footwear,91.2,-2.6
Feb-10,Canada,Transportation,116.7,5.9
Feb-10,Canada,Health and personal care,113.7,3
Feb-10,Canada,"Recreation, education and reading",104.1,3
Feb-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.4,1.7
Feb-10,Canada,Energy,132.3,4
Mar-10,Canada,All-items,115.6,1.4
Mar-10,Canada,Food,123.1,1.3
Mar-10,Canada,Shelter,121.7,-0.7
Mar-10,Canada,"Household operations, furnishings and equipment",108.3,1.4
Mar-10,Canada,Clothing and footwear,93.6,-2.2
Mar-10,Canada,Transportation,117.1,6
Mar-10,Canada,Health and personal care,113.5,2.7
Mar-10,Canada,"Recreation, education and reading",102.5,0.7
Mar-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.5,1.4
Mar-10,Canada,Energy,134.5,5.8
Apr-10,Canada,All-items,116,1.8
Apr-10,Canada,Food,122.8,1
Apr-10,Canada,Shelter,122.4,0.8
Apr-10,Canada,"Household operations, furnishings and equipment",108.5,1.1
Apr-10,Canada,Clothing and footwear,94.1,-1.1
Apr-10,Canada,Transportation,117.4,6.2
Apr-10,Canada,Health and personal care,114.8,3.3
Apr-10,Canada,"Recreation, education and reading",102.9,0.5
Apr-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",131.8,1.6
Apr-10,Canada,Energy,136,9.8
May-10,Canada,All-items,116.3,1.4
May-10,Canada,Food,122.9,0.8
May-10,Canada,Shelter,123,1.3
May-10,Canada,"Household operations, furnishings and equipment",108.6,0.9
May-10,Canada,Clothing and footwear,92.7,-1.3
May-10,Canada,Transportation,118.1,4.1
May-10,Canada,Health and personal care,114.6,2.2
May-10,Canada,"Recreation, education and reading",103.6,-0.2
May-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",132.1,0.7
May-10,Canada,Energy,137.4,6.2
Jun-10,Canada,All-items,116.2,1
Jun-10,Canada,Food,123,0.7
Jun-10,Canada,Shelter,123.3,1.6
Jun-10,Canada,"Household operations, furnishings and equipment",108.6,1.2
Jun-10,Canada,Clothing and footwear,89.7,-1.8
Jun-10,Canada,Transportation,117.3,1
Jun-10,Canada,Health and personal care,114.7,1.7
Jun-10,Canada,"Recreation, education and reading",104.2,0.4
Jun-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",132.2,0.5
Jun-10,Canada,Energy,135.7,1.3
Jul-10,Canada,All-items,116.8,1.8
Jul-10,Canada,Food,123.7,1.1
Jul-10,Canada,Shelter,124.3,2.9
Jul-10,Canada,"Household operations, furnishings and equipment",109.2,2
Jul-10,Canada,Clothing and footwear,88.8,-2.7
Jul-10,Canada,Transportation,117.4,2.7
Jul-10,Canada,Health and personal care,115.6,2.8
Jul-10,Canada,"Recreation, education and reading",105.1,0.8
Jul-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",134.5,2.3
Jul-10,Canada,Energy,139.8,7.9
Aug-10,Canada,All-items,116.7,1.7
Aug-10,Canada,Food,123.5,1.6
Aug-10,Canada,Shelter,124,2.4
Aug-10,Canada,"Household operations, furnishings and equipment",109,1.9
Aug-10,Canada,Clothing and footwear,90.1,-2.2
Aug-10,Canada,Transportation,117.1,2
Aug-10,Canada,Health and personal care,116.4,3.5
Aug-10,Canada,"Recreation, education and reading",105,0.6
Aug-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",134.4,2.3
Aug-10,Canada,Energy,139.2,5
Sep-10,Canada,All-items,116.9,1.9
Sep-10,Canada,Food,122.9,2.1
Sep-10,Canada,Shelter,123.9,2.5
Sep-10,Canada,"Household operations, furnishings and equipment",109.4,1.4
Sep-10,Canada,Clothing and footwear,92.8,-2.2
Sep-10,Canada,Transportation,117.1,3.1
Sep-10,Canada,Health and personal care,116.1,2.1
Sep-10,Canada,"Recreation, education and reading",105.6,0.7
Sep-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",134.4,2.4
Sep-10,Canada,Energy,138.7,5.6
Oct-10,Canada,All-items,117.4,2.4
Oct-10,Canada,Food,122.7,2.2
Oct-10,Canada,Shelter,124.6,2.8
Oct-10,Canada,"Household operations, furnishings and equipment",109.3,1.3
Oct-10,Canada,Clothing and footwear,94.9,-0.1
Oct-10,Canada,Transportation,118.6,4.6
Oct-10,Canada,Health and personal care,116,2.7
Oct-10,Canada,"Recreation, education and reading",105.2,0.7
Oct-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",134.5,2.4
