REF_DATE,GEO,Products_and_product_groups,VALUE,Percent_Change
Oct-10,Canada,Energy,140.5,9.1
Nov-10,Canada,All-items,117.5,2
Nov-10,Canada,Food,123.3,1.5
Nov-10,Canada,Shelter,124.4,2.6
Nov-10,Canada,"Household operations, furnishings and equipment",109.5,0.9
Nov-10,Canada,Clothing and footwear,92.1,-3.2
Nov-10,Canada,Transportation,120.7,4.6
Nov-10,Canada,Health and personal care,116.1,2.2
Nov-10,Canada,"Recreation, education and reading",104.3,0.6
Nov-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",134.6,2.5
Nov-10,Canada,Energy,141.3,6.7
Dec-10,Canada,All-items,117.5,2.4
Dec-10,Canada,Food,123.9,1.7
Dec-10,Canada,Shelter,124.6,2.7
Dec-10,Canada,"Household operations, furnishings and equipment",109.3,1.7
Dec-10,Canada,Clothing and footwear,88.8,-2
Dec-10,Canada,Transportation,121.2,4.9
Dec-10,Canada,Health and personal care,115.8,2.3
Dec-10,Canada,"Recreation, education and reading",103.9,1.1
Dec-10,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",134.6,2.6
Dec-10,Canada,Energy,144,10.5
Jan-11,Canada,All-items,117.8,2.3
Jan-11,Canada,Food,124.9,2.1
Jan-11,Canada,Shelter,124.5,2.2
Jan-11,Canada,"Household operations, furnishings and equipment",109.6,1.6
Jan-11,Canada,Clothing and footwear,87.9,-2.4
Jan-11,Canada,Transportation,122.8,4.8
Jan-11,Canada,Health and personal care,115.8,1.8
Jan-11,Canada,"Recreation, education and reading",102.7,1.6
Jan-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135.2,3.1
Jan-11,Canada,Energy,146,9
Feb-11,Canada,All-items,118.1,2.2
Feb-11,Canada,Food,125.3,2.1
Feb-11,Canada,Shelter,124.5,2.2
Feb-11,Canada,"Household operations, furnishings and equipment",110.1,1.7
Feb-11,Canada,Clothing and footwear,89.4,-2
Feb-11,Canada,Transportation,122.6,5.1
Feb-11,Canada,Health and personal care,116,2
Feb-11,Canada,"Recreation, education and reading",103.8,-0.3
Feb-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135,2.7
Feb-11,Canada,Energy,146.3,10.6
Mar-11,Canada,All-items,119.4,3.3
Mar-11,Canada,Food,127.2,3.3
Mar-11,Canada,Shelter,124.6,2.4
Mar-11,Canada,"Household operations, furnishings and equipment",110.4,1.9
Mar-11,Canada,Clothing and footwear,94.4,0.9
Mar-11,Canada,Transportation,124.8,6.6
Mar-11,Canada,Health and personal care,116.4,2.6
Mar-11,Canada,"Recreation, education and reading",104.9,2.3
Mar-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",134.8,2.5
Mar-11,Canada,Energy,151.7,12.8
Apr-11,Canada,All-items,119.8,3.3
Apr-11,Canada,Food,126.9,3.3
Apr-11,Canada,Shelter,125.2,2.3
Apr-11,Canada,"Household operations, furnishings and equipment",109.8,1.2
Apr-11,Canada,Clothing and footwear,93.1,-1.1
Apr-11,Canada,Transportation,127.2,8.3
Apr-11,Canada,Health and personal care,117.3,2.2
Apr-11,Canada,"Recreation, education and reading",105.1,2.1
Apr-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135,2.4
Apr-11,Canada,Energy,159.2,17.1
May-11,Canada,All-items,120.6,3.7
May-11,Canada,Food,127.7,3.9
May-11,Canada,Shelter,125.2,1.8
May-11,Canada,"Household operations, furnishings and equipment",110.4,1.7
May-11,Canada,Clothing and footwear,93.7,1.1
May-11,Canada,Transportation,128.9,9.1
May-11,Canada,Health and personal care,117.2,2.3
May-11,Canada,"Recreation, education and reading",106.1,2.4
May-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135.7,2.7
May-11,Canada,Energy,160.2,16.6
Jun-11,Canada,All-items,119.8,3.1
Jun-11,Canada,Food,128.3,4.3
Jun-11,Canada,Shelter,125.4,1.7
Jun-11,Canada,"Household operations, furnishings and equipment",110.7,1.9
Jun-11,Canada,Clothing and footwear,90.4,0.8
Jun-11,Canada,Transportation,125.5,7
Jun-11,Canada,Health and personal care,116.9,1.9
Jun-11,Canada,"Recreation, education and reading",106,1.7
Jun-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135.6,2.6
Jun-11,Canada,Energy,157,15.7
Jul-11,Canada,All-items,120,2.7
Jul-11,Canada,Food,129,4.3
Jul-11,Canada,Shelter,125.9,1.3
Jul-11,Canada,"Household operations, furnishings and equipment",110.7,1.4
Jul-11,Canada,Clothing and footwear,89.7,1
Jul-11,Canada,Transportation,125,6.5
Jul-11,Canada,Health and personal care,116.7,1
Jul-11,Canada,"Recreation, education and reading",106.8,1.6
Jul-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",136.1,1.2
Jul-11,Canada,Energy,157.9,12.9
Aug-11,Canada,All-items,120.3,3.1
Aug-11,Canada,Food,128.9,4.4
Aug-11,Canada,Shelter,126.2,1.8
Aug-11,Canada,"Household operations, furnishings and equipment",111.2,2
Aug-11,Canada,Clothing and footwear,90.6,0.6
Aug-11,Canada,Transportation,125.3,7
Aug-11,Canada,Health and personal care,117.5,0.9
Aug-11,Canada,"Recreation, education and reading",106.4,1.3
Aug-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",136.1,1.3
Aug-11,Canada,Energy,157.9,13.4
Sep-11,Canada,All-items,120.6,3.2
Sep-11,Canada,Food,128.2,4.3
Sep-11,Canada,Shelter,125.7,1.5
Sep-11,Canada,"Household operations, furnishings and equipment",111.6,2
Sep-11,Canada,Clothing and footwear,95,2.4
Sep-11,Canada,Transportation,126.3,7.9
Sep-11,Canada,Health and personal care,117.5,1.2
Sep-11,Canada,"Recreation, education and reading",106.9,1.2
Sep-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135.9,1.1
Sep-11,Canada,Energy,156,12.5
Oct-11,Canada,All-items,120.8,2.9
Oct-11,Canada,Food,128,4.3
Oct-11,Canada,Shelter,126.5,1.5
Oct-11,Canada,"Household operations, furnishings and equipment",111.9,2.4
Oct-11,Canada,Clothing and footwear,96.1,1.3
Oct-11,Canada,Transportation,126.5,6.7
Oct-11,Canada,Health and personal care,117.4,1.2
Oct-11,Canada,"Recreation, education and reading",106,0.8
Oct-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135.8,1
Oct-11,Canada,Energy,156.9,11.7
Nov-11,Canada,All-items,120.9,2.9
Nov-11,Canada,Food,129.2,4.8
Nov-11,Canada,Shelter,126.3,1.5
Nov-11,Canada,"Household operations, furnishings and equipment",112.1,2.4
Nov-11,Canada,Clothing and footwear,93.1,1.1
Nov-11,Canada,Transportation,127.6,5.7
Nov-11,Canada,Health and personal care,117.9,1.6
Nov-11,Canada,"Recreation, education and reading",104.8,0.5
Nov-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135.8,0.9
Nov-11,Canada,Energy,154.1,9.1
Dec-11,Canada,All-items,120.2,2.3
Dec-11,Canada,Food,129.3,4.4
Dec-11,Canada,Shelter,126.8,1.8
Dec-11,Canada,"Household operations, furnishings and equipment",111.8,2.3
Dec-11,Canada,Clothing and footwear,89.1,0.3
Dec-11,Canada,Transportation,125.2,3.3
Dec-11,Canada,Health and personal care,118.1,2
Dec-11,Canada,"Recreation, education and reading",104.1,0.2
Dec-11,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",135.8,0.9
Dec-11,Canada,Energy,152.7,6
Jan-12,Canada,All-items,120.7,2.5
Jan-12,Canada,Food,130.2,4.2
Jan-12,Canada,Shelter,127.1,2.1
Jan-12,Canada,"Household operations, furnishings and equipment",112.2,2.4
Jan-12,Canada,Clothing and footwear,89.3,1.6
Jan-12,Canada,Transportation,127.4,3.7
Jan-12,Canada,Health and personal care,118.1,2
Jan-12,Canada,"Recreation, education and reading",102.6,-0.1
Jan-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",136.3,0.8
Jan-12,Canada,Energy,155.5,6.5
Feb-12,Canada,All-items,121.2,2.6
Feb-12,Canada,Food,130.4,4.1
Feb-12,Canada,Shelter,126.9,1.9
Feb-12,Canada,"Household operations, furnishings and equipment",112.8,2.5
Feb-12,Canada,Clothing and footwear,91.9,2.8
Feb-12,Canada,Transportation,127.8,4.2
Feb-12,Canada,Health and personal care,118.4,2.1
Feb-12,Canada,"Recreation, education and reading",103.7,-0.1
Feb-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",136.6,1.2
Feb-12,Canada,Energy,156.9,7.2
Mar-12,Canada,All-items,121.7,1.9
Mar-12,Canada,Food,130,2.2
Mar-12,Canada,Shelter,126.6,1.6
Mar-12,Canada,"Household operations, furnishings and equipment",112.7,2.1
Mar-12,Canada,Clothing and footwear,94.8,0.4
Mar-12,Canada,Transportation,129.5,3.8
Mar-12,Canada,Health and personal care,118.3,1.6
Mar-12,Canada,"Recreation, education and reading",104.9,0
Mar-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.5,2
Mar-12,Canada,Energy,159.5,5.1
Apr-12,Canada,All-items,122.2,2
Apr-12,Canada,Food,130.1,2.5
Apr-12,Canada,Shelter,126.6,1.1
Apr-12,Canada,"Household operations, furnishings and equipment",112.6,2.6
Apr-12,Canada,Clothing and footwear,95.3,2.4
Apr-12,Canada,Transportation,131.3,3.2
Apr-12,Canada,Health and personal care,118.9,1.4
Apr-12,Canada,"Recreation, education and reading",105.4,0.3
Apr-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.7,2
Apr-12,Canada,Energy,161,1.1
May-12,Canada,All-items,122.1,1.2
May-12,Canada,Food,130.9,2.5
May-12,Canada,Shelter,126.7,1.2
May-12,Canada,"Household operations, furnishings and equipment",112.8,2.2
May-12,Canada,Clothing and footwear,93.4,-0.3
May-12,Canada,Transportation,129.9,0.8
May-12,Canada,Health and personal care,118.8,1.4
May-12,Canada,"Recreation, education and reading",106.7,0.6
May-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.7,1.5
May-12,Canada,Energy,157.7,-1.6
Jun-12,Canada,All-items,121.6,1.5
Jun-12,Canada,Food,130.9,2
Jun-12,Canada,Shelter,127,1.3
Jun-12,Canada,"Household operations, furnishings and equipment",113.1,2.2
Jun-12,Canada,Clothing and footwear,90.5,0.1
Jun-12,Canada,Transportation,127.6,1.7
Jun-12,Canada,Health and personal care,118.9,1.7
Jun-12,Canada,"Recreation, education and reading",106.7,0.7
Jun-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.5,1.4
Jun-12,Canada,Energy,155.7,-0.8
Jul-12,Canada,All-items,121.5,1.3
Jul-12,Canada,Food,131.7,2.1
Jul-12,Canada,Shelter,127.2,1
Jul-12,Canada,"Household operations, furnishings and equipment",113,2.1
Jul-12,Canada,Clothing and footwear,89.1,-0.7
Jul-12,Canada,Transportation,126.4,1.1
Jul-12,Canada,Health and personal care,118.5,1.5
Jul-12,Canada,"Recreation, education and reading",107.2,0.4
Jul-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.6,1.1
Jul-12,Canada,Energy,156,-1.2
Aug-12,Canada,All-items,121.8,1.2
Aug-12,Canada,Food,131.7,2.2
Aug-12,Canada,Shelter,127.4,1
Aug-12,Canada,"Household operations, furnishings and equipment",112.7,1.3
Aug-12,Canada,Clothing and footwear,89.5,-1.2
Aug-12,Canada,Transportation,127.5,1.8
Aug-12,Canada,Health and personal care,119.8,2
Aug-12,Canada,"Recreation, education and reading",107.6,1.1
Aug-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.8,1.2
Aug-12,Canada,Energy,159.2,0.8
Sep-12,Canada,All-items,122,1.2
Sep-12,Canada,Food,130.3,1.6
Sep-12,Canada,Shelter,127.2,1.2
Sep-12,Canada,"Household operations, furnishings and equipment",113.2,1.4
Sep-12,Canada,Clothing and footwear,93.3,-1.8
Sep-12,Canada,Transportation,128.3,1.6
Sep-12,Canada,Health and personal care,118.5,0.9
Sep-12,Canada,"Recreation, education and reading",107.7,0.7
Sep-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.7,1.3
Sep-12,Canada,Energy,160.6,2.9
Oct-12,Canada,All-items,122.2,1.2
Oct-12,Canada,Food,130.5,2
Oct-12,Canada,Shelter,127.6,0.9
Oct-12,Canada,"Household operations, furnishings and equipment",113.5,1.4
Oct-12,Canada,Clothing and footwear,94.7,-1.5
Oct-12,Canada,Transportation,128.6,1.7
Oct-12,Canada,Health and personal care,118.5,0.9
Oct-12,Canada,"Recreation, education and reading",106.6,0.6
Oct-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",137.8,1.5
Oct-12,Canada,Energy,159.5,1.7
Nov-12,Canada,All-items,121.9,0.8
Nov-12,Canada,Food,131.4,1.7
Nov-12,Canada,Shelter,127.5,1
Nov-12,Canada,"Household operations, furnishings and equipment",113.7,1.4
Nov-12,Canada,Clothing and footwear,92.5,-0.6
Nov-12,Canada,Transportation,127.3,-0.2
Nov-12,Canada,Health and personal care,118.7,0.7
Nov-12,Canada,"Recreation, education and reading",106.1,1.2
Nov-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",138.3,1.8
Nov-12,Canada,Energy,153.8,-0.2
Dec-12,Canada,All-items,121.2,0.8
Dec-12,Canada,Food,131.2,1.5
Dec-12,Canada,Shelter,127.5,0.6
Dec-12,Canada,"Household operations, furnishings and equipment",113.2,1.3
Dec-12,Canada,Clothing and footwear,89.2,0.1
Dec-12,Canada,Transportation,125.8,0.5
Dec-12,Canada,Health and personal care,118.6,0.4
Dec-12,Canada,"Recreation, education and reading",105.3,1.2
Dec-12,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",138.3,1.8
Dec-12,Canada,Energy,151.9,-0.5
Jan-13,Canada,All-items,121.3,0.5
Jan-13,Canada,Food,131.6,1.1
Jan-13,Canada,Shelter,127.8,0.6
Jan-13,Canada,"Household operations, furnishings and equipment",113.5,1.2
Jan-13,Canada,Clothing and footwear,87.9,-1.6
Jan-13,Canada,Transportation,126.7,-0.5
Jan-13,Canada,Health and personal care,118.5,0.3
Jan-13,Canada,"Recreation, education and reading",103.7,1.1
Jan-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",138.9,1.9
Jan-13,Canada,Energy,152.8,-1.7
Feb-13,Canada,All-items,122.7,1.2
Feb-13,Canada,Food,132.9,1.9
Feb-13,Canada,Shelter,127.9,0.8
Feb-13,Canada,"Household operations, furnishings and equipment",114.3,1.3
Feb-13,Canada,Clothing and footwear,91.4,-0.5
Feb-13,Canada,Transportation,130.3,2
Feb-13,Canada,Health and personal care,118.6,0.2
Feb-13,Canada,"Recreation, education and reading",104.7,1
Feb-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",139.4,2
Feb-13,Canada,Energy,160.1,2
Mar-13,Canada,All-items,122.9,1
Mar-13,Canada,Food,132.4,1.8
Mar-13,Canada,Shelter,128,1.1
Mar-13,Canada,"Household operations, furnishings and equipment",114.7,1.8
Mar-13,Canada,Clothing and footwear,95.3,0.5
Mar-13,Canada,Transportation,129.5,0
Mar-13,Canada,Health and personal care,118.3,0
Mar-13,Canada,"Recreation, education and reading",105.2,0.3
Mar-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",139.8,1.7
Mar-13,Canada,Energy,159.9,0.3
Apr-13,Canada,All-items,122.7,0.4
Apr-13,Canada,Food,132.1,1.5
Apr-13,Canada,Shelter,128.2,1.3
Apr-13,Canada,"Household operations, furnishings and equipment",114.3,1.5
Apr-13,Canada,Clothing and footwear,94.7,-0.6
Apr-13,Canada,Transportation,128.6,-2.1
Apr-13,Canada,Health and personal care,118.6,-0.3
Apr-13,Canada,"Recreation, education and reading",105.2,-0.2
Apr-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",140.1,1.7
Apr-13,Canada,Energy,158,-1.9
May-13,Canada,All-items,123,0.7
May-13,Canada,Food,132.6,1.3
May-13,Canada,Shelter,128.3,1.3
May-13,Canada,"Household operations, furnishings and equipment",114,1.1
May-13,Canada,Clothing and footwear,93.9,0.5
May-13,Canada,Transportation,129.2,-0.5
May-13,Canada,Health and personal care,118.3,-0.4
May-13,Canada,"Recreation, education and reading",106.5,-0.2
May-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",141.1,2.5
May-13,Canada,Energy,159.3,1
Jun-13,Canada,All-items,123,1.2
Jun-13,Canada,Food,132.5,1.2
Jun-13,Canada,Shelter,128.5,1.2
Jun-13,Canada,"Household operations, furnishings and equipment",114.2,1
Jun-13,Canada,Clothing and footwear,91.2,0.8
Jun-13,Canada,Transportation,130.2,2
Jun-13,Canada,Health and personal care,118.4,-0.4
Jun-13,Canada,"Recreation, education and reading",106.6,-0.1
Jun-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",140.9,2.5
Jun-13,Canada,Energy,162.1,4.1
Jul-13,Canada,All-items,123.1,1.3
Jul-13,Canada,Food,132.7,0.8
Jul-13,Canada,Shelter,128.8,1.3
Jul-13,Canada,"Household operations, furnishings and equipment",114.5,1.3
Jul-13,Canada,Clothing and footwear,90.4,1.5
Jul-13,Canada,Transportation,129.8,2.7
Jul-13,Canada,Health and personal care,118,-0.4
Jul-13,Canada,"Recreation, education and reading",107.7,0.5
Jul-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",140.5,2.1
Jul-13,Canada,Energy,164.2,5.3
Aug-13,Canada,All-items,123.1,1.1
Aug-13,Canada,Food,133,1
Aug-13,Canada,Shelter,128.8,1.1
Aug-13,Canada,"Household operations, furnishings and equipment",114.1,1.2
Aug-13,Canada,Clothing and footwear,91.6,2.3
Aug-13,Canada,Transportation,129.2,1.3
Aug-13,Canada,Health and personal care,118.1,-1.4
Aug-13,Canada,"Recreation, education and reading",107.9,0.3
Aug-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",140.4,1.9
Aug-13,Canada,Energy,163,2.4
Sep-13,Canada,All-items,123.3,1.1
Sep-13,Canada,Food,131.9,1.2
Sep-13,Canada,Shelter,129,1.4
Sep-13,Canada,"Household operations, furnishings and equipment",114.5,1.1
Sep-13,Canada,Clothing and footwear,93.7,0.4
Sep-13,Canada,Transportation,129.3,0.8
Sep-13,Canada,Health and personal care,118.4,-0.1
Sep-13,Canada,"Recreation, education and reading",107.9,0.2
Sep-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",140.9,2.3
Sep-13,Canada,Energy,163,1.5
Oct-13,Canada,All-items,123,0.7
Oct-13,Canada,Food,131.7,0.9
Oct-13,Canada,Shelter,129.2,1.3
Oct-13,Canada,"Household operations, furnishings and equipment",114.7,1.1
Oct-13,Canada,Clothing and footwear,94,-0.7
Oct-13,Canada,Transportation,128.5,-0.1
Oct-13,Canada,Health and personal care,117.9,-0.5
Oct-13,Canada,"Recreation, education and reading",106.9,0.3
Oct-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",141,2.3
Oct-13,Canada,Energy,157,-1.6
Nov-13,Canada,All-items,123,0.9
Nov-13,Canada,Food,132.8,1.1
Nov-13,Canada,Shelter,129.8,1.8
Nov-13,Canada,"Household operations, furnishings and equipment",114.8,1
Nov-13,Canada,Clothing and footwear,92.1,-0.4
Nov-13,Canada,Transportation,128,0.5
Nov-13,Canada,Health and personal care,118,-0.6
Nov-13,Canada,"Recreation, education and reading",106.2,0.1
Nov-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",141.1,2
Nov-13,Canada,Energy,157.4,2.3
Dec-13,Canada,All-items,122.7,1.2
Dec-13,Canada,Food,132.5,1
Dec-13,Canada,Shelter,129.9,1.9
Dec-13,Canada,"Household operations, furnishings and equipment",114.7,1.3
Dec-13,Canada,Clothing and footwear,89.4,0.2
Dec-13,Canada,Transportation,128.5,2.1
Dec-13,Canada,Health and personal care,118.1,-0.4
Dec-13,Canada,"Recreation, education and reading",105.3,0
Dec-13,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",141.2,2.1
Dec-13,Canada,Energy,158.9,4.6
Jan-14,Canada,All-items,123.1,1.5
Jan-14,Canada,Food,133,1.1
Jan-14,Canada,Shelter,130.5,2.1
Jan-14,Canada,"Household operations, furnishings and equipment",114.7,1.1
